,Candidate,clean_name,State,District,num_candidates_in_race,Office Type,Race Type,Primary Status,Primary Runoff Status,General Status,Primary %,Endorsements,district_identifier,district_lean,Cand_Office,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date,Republican?,Challenger?(else_open),received_endorsements?
202,John Elleson,john elleson,IL,U.S. House Illinois District 9,4,Representative,Regular,Advanced,None,On the Ballot,40.37,0.0,IL-9,40.72265,H,REP,CHALLENGER,74669.83,74669.83,0.0,0.0,2217.0,1325.0,3542.0,0.0,0.0,70529.17,74071.17,0.0,0.0,0.0,0.0,598.66,0,0,0.0,74669.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74071.17,74071.17,0.0,0.0,01/01/2018,True,True,False
203,Sargis Sangari,sargis sangari,IL,U.S. House Illinois District 9,4,Representative,Regular,Lost,None,None,10.15,0.0,IL-9,40.72265,H,REP,CHALLENGER,32169.0,35746.5,0.0,0.0,29149.0,2990.0,32139.0,0.0,0.0,0.0,32139.0,0.0,0.0,0.0,0.0,0.0,0,0,30.0,35746.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32139.0,35746.5,0.0,0.0,10/01/2017,True,True,False
204,Mark Leyva,mark leyva,IN,U.S. House Indiana District 1,6,Representative,Regular,Advanced,None,On the Ballot,26.99,0.0,IN-1,7.322787,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
205,John Meyer,john meyer,IN,U.S. House Indiana District 1,6,Representative,Regular,Lost,None,None,19.6,0.0,IN-1,7.322787,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
206,John Meyer,john meyer,IN,U.S. House Indiana District 1,6,Representative,Regular,Lost,None,None,19.6,0.0,IN-1,7.322787,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
207,Jeremy Belko,jeremy belko,IN,U.S. House Indiana District 1,6,Representative,Regular,Lost,None,None,6.73,0.0,IN-1,7.322787,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
208,David Dopp,david dopp,IN,U.S. House Indiana District 1,6,Representative,Regular,Lost,None,None,7.61,0.0,IN-1,7.322787,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
209,Roseann Ivanovich,roseann ivanovich,IN,U.S. House Indiana District 1,6,Representative,Regular,Lost,None,None,19.55,0.0,IN-1,7.322787,H,REP,CHALLENGER,9910.32,15391.8,-5481.48,6600.0,0.0,140.0,140.0,0.0,0.0,9770.32,9910.32,0.0,0.0,0.0,0.0,0.0,0,0,0.0,15391.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9910.32,15391.8,0.0,0.0,01/01/2018,True,True,False
210,Nicholas Pappas,nicholas pappas,IN,U.S. House Indiana District 1,6,Representative,Regular,Lost,None,None,19.52,0.0,IN-1,7.322787,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
211,Douglas Carpenter,douglas carpenter,IN,U.S. House Indiana District 2,6,Representative,Regular,Lost,None,None,5.3000002,0.0,IN-2,-24.10865,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
212,Mel Hall,mel hall,IN,U.S. House Indiana District 2,6,Representative,Regular,Advanced,None,On the Ballot,41.700001,0.0,IN-2,-24.10865,H,DEM,CHALLENGER,4123139.0,4065914.63,57224.37,500000.0,730489.71,111687.0,842176.71,139725.0,2500.0,22000.0,1006401.71,16005.67,3090000.0,0.0,3090000.0,10731.62,0,0,0.0,3859532.93,0.0,0.0,0.0,0.0,0.0,0.0,9050.7,0.0,0.0,9050.7,197331.0,997351.01,3848801.31,0.0,0.0,10/01/2017,False,True,False
213,Roland Leech,roland leech,IN,U.S. House Indiana District 2,6,Representative,Regular,Lost,None,None,1.2,0.0,IN-2,-24.10865,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
214,Yatish Joshi,yatish joshi,IN,U.S. House Indiana District 2,6,Representative,Regular,Lost,None,None,22.1,0.0,IN-2,-24.10865,H,DEM,CHALLENGER,587183.73,586923.4,0.0,0.0,11112.0,5521.41,16633.41,0.0,0.0,0.0,16633.41,0.0,570550.32,0.0,570550.32,0.0,0,0,0.0,582723.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4199.96,16633.41,582723.44,0.0,0.0,10/01/2017,False,True,False
215,Courtney Tritch,courtney tritch,IN,U.S. House Indiana District 3,3,Representative,Regular,Advanced,None,On the Ballot,79.099998,0.0,IN-3,-34.29615,H,DEM,CHALLENGER,859851.8,852221.6,7630.2,0.0,609742.95,216591.0,826333.95,19025.0,13458.62,1034.23,859851.8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,847589.14,0.0,0.0,0.0,0.0,0.0,0.0,932.46,0.0,2000.0,2932.46,1700.0,856919.34,847589.14,0.0,0.0,04/01/2017,False,True,False
216,James Nease,james nease,IN,U.S. House Indiana District 4,13,Representative,Regular,Lost,None,None,2.62,0.0,IN-4,-33.942009999999996,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False
217,Kevin Grant,kevin grant,IN,U.S. House Indiana District 4,13,Representative,Regular,Lost,None,None,4.58,0.0,IN-4,-33.942009999999996,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False
218,Jared Thomas,jared thomas,IN,U.S. House Indiana District 4,13,Representative,Regular,Lost,None,None,10.53,0.0,IN-4,-33.942009999999996,H,REP,OPEN,46468.26,46468.26,0.0,0.0,21308.0,10025.59,31333.59,0.0,0.0,5134.67,36468.26,0.0,10000.0,0.0,10000.0,0.0,0,0,0.0,44026.81,0.0,0.0,0.0,926.93,0.0,926.93,0.0,0.0,0.0,0.0,1514.52,36468.26,44026.81,0.0,0.0,07/06/2017,True,False,False
219,Darin Patrick Griesey,darin patrick griesey,IN,U.S. House Indiana District 4,13,Representative,Regular,Lost,None,None,6.6999998,0.0,IN-4,-33.942009999999996,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
220,Roger Day,roger day,IN,U.S. House Indiana District 4,13,Representative,Regular,Lost,None,None,12.4,0.0,IN-4,-33.942009999999996,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
221,Roland Ellis,roland ellis,IN,U.S. House Indiana District 4,13,Representative,Regular,Lost,None,None,9.1999998,0.0,IN-4,-33.942009999999996,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
222,Tobi Beck,tobi beck,IN,U.S. House Indiana District 4,13,Representative,Regular,Advanced,None,On the Ballot,34.599998,0.0,IN-4,-33.942009999999996,H,DEM,OPEN,120052.37,119335.44,0.0,0.0,54792.66,42943.29,97735.95,5000.0,500.0,11237.42,114473.37,0.0,5000.0,0.0,5000.0,579.0,0,0,0.0,115059.44,0.0,0.0,0.0,4275.0,0.0,4275.0,0.0,0.0,0.0,0.0,0.0,114473.37,114480.44,15.0,0.0,04/01/2017,False,False,False
223,Veronikka Ziol,veronikka ziol,IN,U.S. House Indiana District 4,13,Representative,Regular,Lost,None,None,21.1,0.0,IN-4,-33.942009999999996,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
224,Dion Douglas,dion douglas,IN,U.S. House Indiana District 5,5,Representative,Regular,Lost,None,None,10.3,0.0,IN-5,-8.127747,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
225,Eshel Faraggi,eshel faraggi,IN,U.S. House Indiana District 5,5,Representative,Regular,Lost,None,None,7.599999900000001,0.0,IN-5,-8.127747,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
226,Kyle Brenden Moore,kyle brenden moore,IN,U.S. House Indiana District 5,5,Representative,Regular,Lost,None,None,23.700001,0.0,IN-5,-8.127747,H,DEM,CHALLENGER,6244.35,4638.68,1605.67,0.0,4250.0,944.35,5194.35,0.0,0.0,1050.0,6244.35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4638.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6244.35,4638.68,0.0,0.0,01/01/2018,False,True,False
227,Sean Dugdale,sean dugdale,IN,U.S. House Indiana District 5,5,Representative,Regular,Lost,None,None,5.5,0.0,IN-5,-8.127747,H,DEM,CHALLENGER,434.0,434.0,70.0,0.0,257.0,177.0,434.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,70.0,0.0,04/01/2017,False,True,False
228,Jeff Smith,jeff smith,IN,U.S. House Indiana District 6,11,Representative,Regular,Lost,None,None,3.04,1.0,IN-6,-42.64348,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,True
229,Mike Campbell,mike campbell,IN,U.S. House Indiana District 6,11,Representative,Regular,Lost,None,None,4.34,0.0,IN-6,-42.64348,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False
230,Stephen MacKenzie,stephen mackenzie,IN,U.S. House Indiana District 6,11,Representative,Regular,Lost,None,None,4.57,0.0,IN-6,-42.64348,H,REP,OPEN,14861.53,14425.36,436.17,9148.33,4800.0,913.2,5713.2,0.0,0.0,0.0,5713.2,0.0,9148.33,0.0,9148.33,0.0,0,0,0.0,14425.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5713.2,14425.36,0.0,0.0,07/01/2017,True,False,False
231,Jonathan Lamb,jonathan lamb,IN,U.S. House Indiana District 6,11,Representative,Regular,Lost,None,None,23.56,0.0,IN-6,-42.64348,H,REP,OPEN,868142.41,867726.31,416.1,250000.0,33183.98,13747.17,46931.15,75.0,0.0,0.0,47006.15,0.0,820000.0,0.0,820000.0,1136.26,0,0,0.0,517701.31,0.0,0.0,0.0,350000.0,0.0,350000.0,25.0,0.0,0.0,25.0,0.0,46981.15,516565.05,0.0,0.0,07/01/2017,True,False,False
232,George Thomas Holland,george thomas holland,IN,U.S. House Indiana District 6,11,Representative,Regular,Lost,None,None,11.1,0.0,IN-6,-42.64348,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
233,Wayne Harmon,wayne harmon,IN,U.S. House Indiana District 7,6,Representative,Regular,Advanced,None,On the Ballot,28.81,0.0,IN-7,23.301289999999998,H,REP,CHALLENGER,606.0,346.0,267.54,0.0,360.0,0.0,20.0,0.0,0.0,386.0,1737.94,0.0,0.0,0.0,0.0,0.0,0,0,0.0,482.25,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,1111.0,136.0,20.0,0.0,03/01/2017,True,True,False
234,J.D. Miniear,miniear,IN,U.S. House Indiana District 7,6,Representative,Regular,Lost,None,None,13.59,1.0,IN-7,23.301289999999998,H,REP,CHALLENGER,1375.0,1375.0,0.0,0.0,1000.0,375.0,1375.0,0.0,0.0,0.0,1375.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,1375.0,0.0,0.0,01/01/2018,True,True,True
235,John Couch,john couch,IN,U.S. House Indiana District 7,6,Representative,Regular,Lost,None,None,15.24,0.0,IN-7,23.301289999999998,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
236,J. Jason Davis,jason davis,IN,U.S. House Indiana District 7,6,Representative,Regular,Lost,None,None,11.9,0.0,IN-7,23.301289999999998,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
237,William Tanoos,william tanoos,IN,U.S. House Indiana District 8,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,IN-8,-35.24275,H,DEM,CHALLENGER,229896.74,229896.74,0.0,0.0,147897.28,42048.64,189945.92,27075.0,8500.0,4375.82,229896.74,0.0,0.0,0.0,0.0,0.0,0,0,0.0,229106.69,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,500.0,500.05,290.0,229396.69,229106.69,0.0,0.0,07/01/2017,False,True,False
238,Daniel Canon,daniel canon,IN,U.S. House Indiana District 9,3,Representative,Regular,Lost,None,None,30.700001,0.0,IN-9,-27.40108,H,DEM,CHALLENGER,456072.32,451606.84,-3265.85,0.0,299161.89,141250.14,440412.03,2726.82,0.0,6400.0,449538.85,0.0,1500.0,0.0,1500.0,4927.28,0,0,106.19,410879.68,0.0,0.0,0.0,622.93,0.0,622.93,40104.23,0.0,0.0,40104.23,0.0,409434.62,405952.4,0.0,0.0,04/01/2017,False,True,False
239,Liz Watson,liz watson,IN,U.S. House Indiana District 9,3,Representative,Regular,Advanced,None,On the Ballot,66.400002,0.0,IN-9,-27.40108,H,DEM,CHALLENGER,2534627.98,2518118.51,16509.47,0.0,1628210.6,568974.18,2197184.78,306990.92,2500.0,2286.26,2508961.96,0.0,25000.0,0.0,25000.0,666.02,0,0,0.0,2476373.01,0.0,0.0,0.0,25000.0,0.0,25000.0,14395.5,0.0,1600.0,15995.5,750.0,2492966.46,2475706.99,0.0,0.0,07/01/2017,False,True,False
240,Abby Finkenauer,abby finkenauer,IA,U.S. House Iowa District 1,4,Representative,Regular,Advanced,None,On the Ballot,66.800003,0.0,IA-1,-4.3603760000000005,H,DEM,CHALLENGER,4601774.98,4572791.56,28983.42,48958.2,2787205.1,844717.72,3631922.82,708114.11,15000.0,0.0,4355036.93,245249.27,0.0,0.0,0.0,1244.84,0,0,243.94,4564356.25,0.0,0.0,0.0,0.0,0.0,0.0,8135.31,0.0,300.0,8435.31,0.0,4346601.62,4563111.41,0.0,0.0,04/01/2017,False,True,False
241,Courtney Rowe,courtney rowe,IA,U.S. House Iowa District 1,4,Representative,Regular,Lost,None,None,7.5900002,0.0,IA-1,-4.3603760000000005,H,DEM,CHALLENGER,16287.32,16287.32,0.0,0.0,2596.15,11899.57,14495.72,15.14,0.0,1776.46,16287.32,0.0,0.0,0.0,0.0,0.0,0,0,0.0,16237.32,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,16237.32,16237.32,0.0,0.0,04/01/2017,False,True,False
242,George Ramsey,george ramsey,IA,U.S. House Iowa District 1,4,Representative,Regular,Lost,None,None,6.369999900000001,0.0,IA-1,-4.3603760000000005,H,DEM,CHALLENGER,71612.69,65040.17,6572.52,0.0,32629.92,17582.77,50212.69,0.0,0.0,0.0,50212.69,0.0,21400.0,0.0,21400.0,0.0,0,0,0.0,65040.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50212.69,65040.17,0.0,0.0,07/01/2017,False,True,False
243,Thomas Heckroth,thomas heckroth,IA,U.S. House Iowa District 1,4,Representative,Regular,Lost,None,None,19.120001000000002,3.0,IA-1,-4.3603760000000005,H,DEM,CHALLENGER,340829.68,340829.68,0.0,0.0,336013.27,485.0,336498.27,0.0,0.0,1623.41,338121.68,0.0,0.0,0.0,0.0,1884.0,0,0,824.0,316973.45,0.0,0.0,0.0,0.0,0.0,0.0,21899.0,0.0,0.0,21899.0,1957.23,316222.68,315089.45,0.0,0.0,07/01/2017,False,True,True
244,Cindy Axne,cindy axne,IA,U.S. House Iowa District 3,3,Representative,Regular,Advanced,None,On the Ballot,57.799999,0.0,IA-3,-2.161876,H,DEM,CHALLENGER,5243411.69,5223872.91,19538.78,41401.1,3272715.09,961492.32,4234207.41,461976.96,22630.0,7082.3,4725896.67,488895.22,27000.0,0.0,27000.0,1614.38,0,0,5.42,5165380.13,0.0,0.0,17500.0,27000.0,0.0,27000.0,12707.18,0.0,1285.6,13992.78,0.0,4711903.89,5163765.75,0.0,0.0,04/01/2017,False,True,False
245,Eddie Mauro,eddie mauro,IA,U.S. House Iowa District 3,3,Representative,Regular,Lost,None,None,26.35,0.0,IA-3,-2.161876,H,DEM,CHALLENGER,823982.45,795460.82,28521.63,49066.61,226020.0,21847.0,247867.0,0.0,0.0,56030.0,303897.0,0.0,515000.0,0.0,515000.0,13.45,0,0,5072.0,773510.82,0.0,0.0,0.0,0.0,0.0,0.0,21950.0,0.0,0.0,21950.0,0.0,281947.0,773497.37,0.0,0.0,07/01/2017,False,True,False
246,Pete D'Alessandro,pete d'alessandro,IA,U.S. House Iowa District 3,3,Representative,Regular,Lost,None,None,15.58,2.0,IA-3,-2.161876,H,DEM,CHALLENGER,372277.85,370050.51,2227.34,0.0,130313.82,216567.26,346881.08,9620.0,0.0,250.0,356751.08,0.0,0.0,0.0,0.0,404.1,0,0,15122.67,369759.51,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,291.0,0.0,356460.08,369355.41,0.0,0.0,04/25/2017,False,True,True
247,Leann Jacobsen,leann jacobsen,IA,U.S. House Iowa District 4,3,Representative,Regular,Lost,None,None,31.92,0.0,IA-4,-27.981679999999997,H,DEM,CHALLENGER,276410.33,276410.33,0.0,54434.19,131350.0,59071.4,190421.4,1000.0,0.0,17291.43,208712.83,0.0,65000.0,0.0,65000.0,79.5,0,0,2618.0,257909.52,0.0,0.0,0.0,10565.81,0.0,10565.81,7935.0,0.0,0.0,7935.0,0.0,200777.83,257830.02,0.0,0.0,07/01/2017,False,True,False
248,Alan LaPolice,alan lapolice,KS,U.S. House Kansas District 1,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,KS-1,-46.555440000000004,H,DEM,CHALLENGER,215396.38,214415.67,5.25,31489.73,191331.71,19864.67,211196.38,0.0,0.0,0.0,211196.38,0.0,4200.0,0.0,4200.0,0.0,0,0,0.0,209915.67,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,4500.0,0.0,206696.38,209915.67,-975.46,0.0,01/01/2017,False,True,False
249,Caryn Tyson,caryn tyson,KS,U.S. House Kansas District 2,8,Representative,Regular,Lost,None,None,23.2,3.0,KS-2,-19.97314,H,REP,OPEN,629705.01,326067.16,303637.85,205476.0,208269.31,19881.0,228150.31,57575.0,0.0,13503.7,299229.01,0.0,330476.0,0.0,330476.0,0.0,0,0,0.0,161664.14,0.0,0.0,0.0,125000.0,0.0,125000.0,39403.02,0.0,0.0,39403.02,0.0,259825.99,161664.14,0.0,0.0,07/01/2017,True,False,True
250,Kevin Jones,kevin jones,KS,U.S. House Kansas District 2,8,Representative,Regular,Lost,None,None,15.9,0.0,KS-2,-19.97314,H,REP,OPEN,135030.91,135040.9,0.01,0.0,59798.0,15132.91,74930.91,0.0,0.0,60100.0,135030.91,0.0,0.0,0.0,0.0,0.0,0,0,0.0,123766.56,0.0,0.0,0.0,0.0,0.0,0.0,11274.34,0.0,0.0,11274.34,0.0,123756.57,123766.56,10.0,0.0,07/01/2017,True,False,False
251,Steve Watkins,steve watkins,KS,U.S. House Kansas District 2,8,Representative,Regular,Advanced,None,On the Ballot,26.2,1.0,KS-2,-19.97314,H,REP,OPEN,1257752.91,1223163.07,34589.84,527600.0,469088.99,35646.0,504734.99,262075.0,8854.43,852.37,776516.79,6135.08,475100.0,0.0,475100.0,0.0,0,0,1.04,1185611.07,0.0,0.0,0.0,0.0,0.0,0.0,36052.0,0.0,0.0,36052.0,1500.0,740464.79,1185611.07,0.0,0.0,09/01/2017,True,False,True
252,Dennis Pyle,dennis pyle,KS,U.S. House Kansas District 2,8,Representative,Regular,Lost,None,None,11.9,0.0,KS-2,-19.97314,H,REP,OPEN,149876.59,149876.59,0.0,0.0,141350.0,7526.03,148876.03,1000.0,0.0,0.0,149876.03,0.0,0.0,0.0,0.0,0.0,0,0,0.56,133676.59,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0,0.0,16200.0,0.0,133676.03,133676.59,0.0,0.0,04/01/2018,True,False,False
253,Paul Davis,paul davis,KS,U.S. House Kansas District 2,8,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,KS-2,-19.97314,H,DEM,OPEN,3985402.56,3954361.15,31166.41,17775.8,2311197.01,672129.4,2983326.41,550232.5,5150.0,8355.6,3547064.51,418693.57,0.0,0.0,0.0,19644.48,0,0,0.0,3946213.62,0.0,0.0,0.0,0.0,0.0,0.0,8147.53,0.0,0.0,8147.53,0.0,3538916.98,3926569.14,0.0,0.0,07/01/2017,False,False,False
254,Paul Davis,paul davis,KS,U.S. House Kansas District 2,8,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,KS-2,-19.97314,H,DEM,OPEN,9240.73,8344.54,-473.0,0.0,3800.0,2810.93,6610.93,0.0,0.0,2629.8,9240.73,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8344.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9240.73,8344.54,0.0,0.0,04/01/2017,False,False,False
255,Paul Davis,paul davis,WV,U.S. House West Virginia District 3,11,Representative,Regular,Lost,None,None,15.96,0.0,WV-3,-43.58364,H,DEM,OPEN,3985402.56,3954361.15,31166.41,17775.8,2311197.01,672129.4,2983326.41,550232.5,5150.0,8355.6,3547064.51,418693.57,0.0,0.0,0.0,19644.48,0,0,0.0,3946213.62,0.0,0.0,0.0,0.0,0.0,0.0,8147.53,0.0,0.0,8147.53,0.0,3538916.98,3926569.14,0.0,0.0,07/01/2017,False,False,True
256,Paul Davis,paul davis,WV,U.S. House West Virginia District 3,11,Representative,Regular,Lost,None,None,15.96,0.0,WV-3,-43.58364,H,DEM,OPEN,9240.73,8344.54,-473.0,0.0,3800.0,2810.93,6610.93,0.0,0.0,2629.8,9240.73,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8344.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9240.73,8344.54,0.0,0.0,04/01/2017,False,False,True
