,Candidate,clean_name,State,District,num_candidates_in_race,Office Type,Race Type,Primary Status,Primary Runoff Status,General Status,Primary %,Endorsements,district_identifier,district_lean,Cand_Office,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date,Republican?,Challenger?(else_open),received_endorsements?
563,Rick Saccone,rick saccone,PA,U.S. House Pennsylvania District 14,6,Representative,Regular,Lost,None,None,44.81,2.0,PA-14,-31.2458,H,REP,OPEN,2040980.87,2011655.16,29325.71,0.0,811839.62,523910.48,1335750.1,452334.56,10100.0,0.0,1798184.66,169955.53,11000.0,0.0,11000.0,6404.24,0,0,55436.44,1967793.33,0.0,0.0,4850.96,11000.0,0.0,11000.0,20300.0,0.0,7710.87,28010.87,0.0,1770173.79,1961389.09,0.0,0.0,10/01/2017,True,False,True
564,Bibiana Boerio,bibiana boerio,PA,U.S. House Pennsylvania District 14,6,Representative,Regular,Advanced,None,On the Ballot,43.200001,3.0,PA-14,-31.2458,H,DEM,CHALLENGER,690533.84,666896.95,23636.89,227500.0,180117.18,60984.12,241101.3,29750.0,3000.0,188820.98,462672.28,0.0,227500.0,0.0,227500.0,361.56,0,0,0.0,577021.93,0.0,0.0,0.0,0.0,0.0,0.0,3225.02,0.0,0.0,3225.02,86650.0,459447.26,576660.37,0.0,0.0,03/29/2018,False,True,True
565,Robert Solomon,robert solomon,PA,U.S. House Pennsylvania District 14,6,Representative,Regular,Lost,None,None,19.040001,0.0,PA-14,-31.2458,H,DEM,OPEN,285769.74,275009.8,4579.92,146300.0,21700.0,12066.85,33766.85,0.0,0.0,0.0,33766.85,0.0,251783.69,0.0,251783.69,0.0,0,0,219.2,275009.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33766.85,275009.8,0.0,0.0,07/01/2017,False,False,False
566,Susan Boser,susan boser,PA,U.S. House Pennsylvania District 15,2,Representative,Regular,Advanced,None,On the Ballot,74.559998,2.0,PA-15,-46.79483,H,DEM,OPEN,144712.13,145888.87,-1176.74,26505.31,67311.23,40332.11,107643.34,5103.93,1941.46,3518.09,118206.82,0.0,26505.31,0.0,26505.31,0.0,0,0,0.0,145888.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118206.82,145888.87,0.0,0.0,01/01/2018,False,False,True
567,Wade Jodun,wade jodun,PA,U.S. House Pennsylvania District 15,2,Representative,Regular,Lost,None,None,25.440001000000002,0.0,PA-15,-46.79483,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
568,Chris Rieger,chris rieger,PA,U.S. House Pennsylvania District 16,3,Representative,Regular,Lost,None,None,24.92,0.0,PA-16,-22.36897,H,DEM,CHALLENGER,28536.85,28536.85,0.0,0.0,14243.19,9293.66,23536.85,5000.0,0.0,0.0,28536.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,28536.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28536.85,28536.85,0.0,0.0,08/22/2017,False,True,False
569,Robert Multari,robert multari,PA,U.S. House Pennsylvania District 16,3,Representative,Regular,Lost,None,None,15.11,0.0,PA-16,-22.36897,H,DEM,CHALLENGER,46790.0,46790.0,0.0,32218.38,10140.0,1550.0,11690.0,0.0,0.0,0.0,11690.0,0.0,0.0,35100.0,35100.0,0.0,0,0,0.0,43908.38,0.0,0.0,0.0,0.0,2881.62,2881.62,0.0,0.0,0.0,0.0,0.0,11690.0,43908.38,0.0,0.0,01/01/2018,False,True,False
570,Ronald DiNicola,ronald dinicola,PA,U.S. House Pennsylvania District 16,3,Representative,Regular,Advanced,None,On the Ballot,59.970001,2.0,PA-16,-22.36897,H,DEM,CHALLENGER,1757650.35,1755514.26,3136.09,133796.0,1042411.96,191823.19,1234235.15,242160.25,4884.23,815.03,1482094.66,82169.34,175000.0,0.0,175000.0,18386.35,0,0,0.0,1700521.68,0.0,0.0,0.0,41204.0,0.0,41204.0,8071.98,0.0,2000.0,10071.98,3716.6,1472022.68,1682135.33,0.0,0.0,01/01/2018,False,True,True
571,David Torres,david torres,PA,U.S. House Pennsylvania District 2,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,PA-2,40.1063,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
572,Bryan Leib,bryan leib,PA,U.S. House Pennsylvania District 3,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,PA-3,80.15926999999999,H,DEM,CHALLENGER,18077.0,11021.05,2165.54,0.0,12400.0,4977.0,17377.0,0.0,700.0,0.0,18077.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11021.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18077.0,11021.05,0.0,0.0,04/01/2018,False,True,False
573,Dan David,dan david,PA,U.S. House Pennsylvania District 4,4,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,PA-4,19.26077,H,REP,OPEN,510412.7,508247.93,2164.77,268152.06,206288.39,17442.0,223730.39,17530.25,1000.0,0.0,242260.64,0.0,268152.06,0.0,268152.06,0.0,0,0,0.0,507147.93,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,800.0,241960.64,507147.93,0.0,0.0,11/27/2017,True,False,False
574,Madeleine Dean,madeleine dean,PA,U.S. House Pennsylvania District 4,4,Representative,Regular,Advanced,None,On the Ballot,72.559998,0.0,PA-4,19.26077,H,DEM,CHALLENGER,1432269.64,1287743.33,144526.31,192500.0,539011.45,100684.11,639695.56,487949.56,0.0,3428.78,1131073.9,25054.14,275000.0,0.0,275000.0,1078.75,0,0,62.85,1189460.16,0.0,0.0,0.0,82500.0,0.0,82500.0,283.17,0.0,100.0,383.17,15400.0,1130690.73,1188381.41,0.0,0.0,01/01/2018,False,True,False
575,Shira Goodman,shira goodman,PA,U.S. House Pennsylvania District 4,4,Representative,Regular,Lost,None,None,16.49,0.0,PA-4,19.26077,H,DEM,CHALLENGER,303110.16,302711.91,398.25,0.0,225708.08,55073.62,280781.7,2150.0,0.0,16558.46,299490.16,0.0,0.0,0.0,0.0,3620.0,0,0,0.0,292686.91,0.0,0.0,0.0,0.0,0.0,0.0,5950.0,0.0,0.0,5950.0,4075.0,293540.16,289066.91,0.0,0.0,01/01/2018,False,True,False
576,Pearl Kim,pearl kim,PA,U.S. House Pennsylvania District 5,11,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,PA-5,26.894000000000002,H,REP,CHALLENGER,521262.95,521262.95,0.0,0.0,261536.34,39593.42,301129.76,19783.25,200.0,0.0,321113.01,0.0,199999.94,0.0,199999.94,150.0,0,0,0.0,468612.83,0.0,0.0,0.0,43040.12,0.0,43040.12,570.0,0.0,0.0,570.0,9040.0,320543.01,468462.83,0.0,0.0,01/01/2018,True,True,False
577,Ashley Lunkenheimer,ashley lunkenheimer,PA,U.S. House Pennsylvania District 5,11,Representative,Regular,Lost,None,None,15.31,0.0,PA-5,26.894000000000002,H,DEM,OPEN,884076.29,883176.29,900.0,0.0,440080.0,62455.84,502535.84,5572.05,0.0,47555.92,555663.81,0.0,326612.48,0.0,326612.48,1800.0,0,0,0.0,840075.29,0.0,0.0,0.0,0.0,0.0,0.0,43101.0,0.0,0.0,43101.0,0.0,512562.81,838275.29,0.0,0.0,02/01/2018,False,False,False
578,Lindy Li,lindy li,PA,U.S. House Pennsylvania District 5,11,Representative,Regular,Lost,None,None,6.98,0.0,PA-5,26.894000000000002,H,DEM,CHALLENGER,161558.0,280795.32,59614.78,0.0,145928.0,15630.0,161558.0,0.0,0.0,0.0,161558.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,280795.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161558.0,280795.32,178852.1,0.0,01/01/2017,False,True,False
579,Margo Davidson,margo davidson,PA,U.S. House Pennsylvania District 5,11,Representative,Regular,Lost,None,None,3.98,0.0,PA-5,26.894000000000002,H,DEM,CHALLENGER,62327.3,62327.3,0.0,0.0,55882.0,4423.0,60305.0,1500.0,0.0,522.3,62327.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,60227.3,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,2100.0,0.0,60227.3,60227.3,0.0,0.0,01/01/2018,False,True,False
580,Mary Gay Scanlon,mary gay scanlon,PA,U.S. House Pennsylvania District 5,11,Representative,Regular,Advanced,None,On the Ballot,28.370001000000002,0.0,PA-5,26.894000000000002,H,DEM,OPEN,1935937.32,1822024.16,113913.16,250000.0,1126768.86,143350.97,1270119.83,327398.45,0.0,50000.0,1647518.28,36054.1,-50000.0,300000.0,250000.0,1564.94,0,0,800.0,1631444.01,0.0,0.0,137955.0,0.0,0.0,0.0,1419.67,0.0,0.0,1419.67,51205.48,1646098.61,1629879.07,0.0,0.0,01/01/2018,False,False,False
581,Molly Sheehan,molly sheehan,PA,U.S. House Pennsylvania District 5,11,Representative,Regular,Lost,None,None,10.24,0.0,PA-5,26.894000000000002,H,DEM,OPEN,238060.53,238060.53,0.0,0.0,29146.22,38336.91,67483.13,0.0,0.0,552.4,68035.53,0.0,170000.0,0.0,170000.0,25.0,0,0,0.0,123257.24,0.0,0.0,0.0,114778.29,0.0,114778.29,25.0,0.0,0.0,25.0,0.0,68010.53,123232.24,0.0,0.0,04/01/2017,False,False,False
582,Thaddeus Kirkland,thaddeus kirkland,PA,U.S. House Pennsylvania District 5,11,Representative,Regular,Lost,None,None,3.99,2.0,PA-5,26.894000000000002,H,DEM,CHALLENGER,61542.79,64982.65,-3439.86,5692.68,46440.11,1610.0,48050.11,2000.0,0.0,800.0,50850.11,0.0,10692.68,0.0,10692.68,0.0,0,0,0.0,46228.79,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,13753.86,50850.11,46228.79,0.0,0.0,01/01/2018,False,True,True
583,Theresa Wright,theresa wright,PA,U.S. House Pennsylvania District 5,11,Representative,Regular,Lost,None,None,5.1900001,0.0,PA-5,26.894000000000002,H,DEM,OPEN,9395.0,9294.0,0.0,0.0,4674.0,4471.0,9145.0,0.0,0.0,250.0,9395.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013.0,4605.0,2838.0,0.0,0.0,02/01/2017,False,False,False
584,Chrissy Houlahan,chrissy houlahan,PA,U.S. House Pennsylvania District 6,2,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,PA-6,9.882301,H,DEM,OPEN,4354449.5,3402393.59,952055.91,0.0,2545457.64,494898.76,3040356.4,659894.96,512.69,0.0,3700764.05,598933.84,50000.0,0.0,50000.0,3455.65,0,0,1295.96,2966147.94,0.0,0.0,286800.0,50000.0,0.0,50000.0,19620.65,0.0,75.0,19695.65,79750.0,3681068.4,2962692.29,0.0,0.0,03/21/2017,False,False,False
585,Marty Nothstein,marty nothstein,PA,U.S. House Pennsylvania District 7,8,Representative,Regular,Advanced,None,On the Ballot,50.49,1.0,PA-7,0.3082011,H,REP,OPEN,985643.72,958873.74,26769.98,70000.0,539094.19,72091.73,611185.92,223856.6,5000.0,300.0,840342.52,0.0,145000.0,0.0,145000.0,301.2,0,0,0.0,815838.74,0.0,0.0,1535.0,75000.0,0.0,75000.0,5400.0,0.0,500.0,5900.0,60600.0,834442.52,815537.54,0.0,0.0,10/01/2017,True,False,True
586,Dean Browning,dean browning,PA,U.S. House Pennsylvania District 7,8,Representative,Regular,Lost,None,None,49.51,0.0,PA-7,0.3082011,H,REP,OPEN,226600.0,226593.72,6.28,170000.0,56050.0,550.0,56600.0,0.0,0.0,0.0,56600.0,0.0,170000.0,0.0,170000.0,0.0,0,0,0.0,226593.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56600.0,226593.72,0.0,0.0,01/01/2018,True,False,False
587,David Clark,david clark,PA,U.S. House Pennsylvania District 7,8,Representative,Regular,Lost,None,None,1.7,0.0,PA-7,0.3082011,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
588,Greg Edwards,greg edwards,PA,U.S. House Pennsylvania District 7,8,Representative,Regular,Lost,None,None,25.43,0.0,PA-7,0.3082011,H,DEM,OPEN,451974.56,426514.21,26460.35,0.0,213547.03,222394.32,435941.35,13669.71,0.0,2000.0,451611.06,0.0,0.0,0.0,0.0,363.5,0,0,0.0,421185.33,0.0,0.0,0.0,0.0,0.0,0.0,4078.88,0.0,0.0,4078.88,1250.0,447532.18,420821.83,0.0,0.0,07/01/2017,False,False,False
589,John Morganelli,john morganelli,PA,U.S. House Pennsylvania District 7,8,Representative,Regular,Lost,None,None,30.15,0.0,PA-7,0.3082011,H,DEM,OPEN,262745.0,262745.0,0.0,0.0,212460.0,22585.0,235045.0,27700.0,0.0,0.0,262745.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,262745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262745.0,262745.0,0.0,0.0,01/01/2018,False,False,False
590,Susan Wild,susan wild,PA,U.S. House Pennsylvania District 7,8,Representative,Regular,Advanced,None,On the Ballot,33.450001,2.0,PA-7,0.3082011,H,DEM,OPEN,3320188.01,3294280.32,25907.69,18300.0,1674550.89,541813.72,2216364.61,535757.82,7506.15,297.51,2759926.09,518261.92,42000.0,0.0,42000.0,0.0,0,0,0.0,3253488.91,0.0,0.0,0.0,23700.0,0.0,23700.0,15841.41,0.0,250.0,16091.41,1000.0,2743834.68,3253488.91,0.0,0.0,10/01/2017,False,False,True
591,John Chrin,john chrin,PA,U.S. House Pennsylvania District 8,3,Representative,Regular,Advanced,None,On the Ballot,48.47,1.0,PA-8,-9.3874,H,REP,CHALLENGER,2989012.26,2985347.94,3664.32,483500.0,385440.4,21068.18,406508.58,175000.0,9997.16,1203682.32,1795188.06,182.3,1180000.0,0.0,1180000.0,9826.05,0,0,3815.85,2186147.94,0.0,0.0,0.0,696500.0,0.0,696500.0,2700.0,0.0,0.0,2700.0,100000.0,1792488.06,2176321.89,0.0,0.0,04/01/2017,True,True,True
592,Joe Peters,joe peters,PA,U.S. House Pennsylvania District 8,3,Representative,Regular,Lost,None,None,34.87,0.0,PA-8,-9.3874,H,REP,OPEN,83384.0,83384.0,0.0,0.0,39400.0,3784.0,43184.0,0.0,0.0,200.0,43384.0,0.0,40000.0,0.0,40000.0,0.0,0,0,0.0,83259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,43384.0,83259.0,0.0,0.0,01/08/2018,True,False,False
593,Scott Uehlinger,scott uehlinger,PA,U.S. House Pennsylvania District 9,6,Representative,Regular,Lost,None,None,23.1,0.0,PA-9,-34.92347,H,REP,OPEN,118199.0,118088.59,110.41,14500.0,85275.0,14924.0,100199.0,3000.0,0.0,0.0,103199.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,110288.59,0.0,0.0,0.0,500.0,0.0,500.0,7300.0,0.0,0.0,7300.0,0.0,95899.0,110288.59,0.0,0.0,10/20/2017,True,False,False
594,George Halcovage,george halcovage,PA,U.S. House Pennsylvania District 9,6,Representative,Regular,Lost,None,None,23.97,0.0,PA-9,-34.92347,H,REP,OPEN,252052.27,252052.27,0.0,0.0,237471.7,5060.0,242531.7,1000.0,0.0,0.0,243531.7,0.0,7500.0,0.0,7500.0,1020.57,0,0,0.0,244502.27,0.0,0.0,0.0,7500.0,0.0,7500.0,50.0,0.0,0.0,50.0,0.0,243481.7,243481.7,0.0,0.0,03/08/2018,True,False,False
595,Denny Wolff,denny wolff,PA,U.S. House Pennsylvania District 9,6,Representative,Regular,Advanced,None,On the Ballot,40.549999,0.0,PA-9,-34.92347,H,DEM,OPEN,1620536.24,1589286.5,34028.46,1179500.0,213614.2,41728.66,255342.86,112622.19,0.0,23071.19,391036.24,0.0,1227000.0,2500.0,1229500.0,0.0,0,0,0.0,1538038.78,0.0,0.0,0.0,50000.0,0.0,50000.0,250.0,0.0,0.0,250.0,997.72,390786.24,1538038.78,0.0,0.0,10/01/2017,False,False,False
596,Gary Wegman,gary wegman,PA,U.S. House Pennsylvania District 9,6,Representative,Regular,Lost,None,None,31.290001,3.0,PA-9,-34.92347,H,DEM,OPEN,89271.53,89110.4,161.13,31850.0,13666.53,1555.0,15221.53,0.0,2500.0,24000.0,41721.53,0.0,22400.0,25150.0,47550.0,0.0,0,0,0.0,72580.4,0.0,0.0,0.0,12200.0,3500.0,15700.0,0.0,0.0,0.0,0.0,830.0,41721.53,72580.4,0.0,0.0,01/01/2017,False,False,True
597,Laura Quick,laura quick,PA,U.S. House Pennsylvania District 9,6,Representative,Regular,Lost,None,None,28.16,0.0,PA-9,-34.92347,H,DEM,OPEN,24306.42,23620.75,0.0,1841.37,13138.57,1927.85,15066.42,6740.0,0.0,1300.0,23106.42,0.0,1200.0,0.0,1200.0,0.0,0,0,0.0,22745.75,0.0,0.0,0.0,875.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,23106.42,22745.75,0.0,0.0,09/01/2017,False,False,False
598,Frederick Wysocki,frederick wysocki,RI,U.S. House Rhode Island District 1,2,Representative,Regular,Lost,None,None,21.6,0.0,RI-1,33.21795,H,REP,CHALLENGER,6372.64,5720.33,652.31,2635.64,500.0,330.0,830.0,0.0,0.0,2907.0,3737.0,0.0,2635.64,0.0,2635.64,0.0,0,0,0.0,5720.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3737.0,5720.33,0.0,0.0,07/01/2018,True,True,False
599,Patrick Donovan,patrick donovan,RI,U.S. House Rhode Island District 1,2,Representative,Regular,Advanced,None,On the Ballot,78.4,0.0,RI-1,33.21795,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
600,Salvatore Caiozzo,salvatore caiozzo,RI,U.S. House Rhode Island District 2,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,RI-2,16.46872,H,REP,CHALLENGER,4960.0,3525.33,1371.0,1000.0,1540.0,320.0,1860.0,0.0,0.0,0.0,1860.0,0.0,3100.0,0.0,3100.0,0.0,0,0,0.0,3525.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.0,3525.33,885.0,0.0,04/01/2018,True,True,False
601,Joe Cunningham,joe cunningham,SC,U.S. House South Carolina District 1,2,Representative,Regular,Advanced,None,On the Ballot,71.5,0.0,SC-1,-14.227720000000001,H,DEM,CHALLENGER,2468862.54,2410274.65,58587.89,0.0,1859409.17,573933.79,2433342.96,33000.0,2500.0,0.0,2468842.96,0.0,0.0,0.0,0.0,19.58,0,0,0.0,2383676.55,0.0,0.0,0.0,0.0,0.0,0.0,22018.1,0.0,0.0,22018.1,4580.0,2446824.86,2383656.97,0.0,0.0,05/28/2017,False,True,False
602,Toby Smith,toby smith,SC,U.S. House South Carolina District 1,2,Representative,Regular,Lost,None,None,28.5,0.0,SC-1,-14.227720000000001,H,DEM,CHALLENGER,15550.0,12542.35,902.77,0.0,8364.0,6050.0,14414.0,0.0,0.0,1136.0,15550.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12542.35,15550.0,0.0,0.0,0.0,01/01/2018,False,True,False
603,Annabelle Robertson,annabelle robertson,SC,U.S. House South Carolina District 2,3,Representative,Regular,Advanced,Lost,None,41.810001,0.0,SC-2,-19.367820000000002,H,DEM,CHALLENGER,51246.43,51874.11,-627.68,6070.0,33719.37,17527.06,51246.43,0.0,0.0,0.0,51246.43,0.0,0.0,0.0,0.0,0.0,0,0,0.0,50735.93,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1038.18,51146.43,50735.93,0.0,0.0,10/01/2017,False,True,False
604,Sean Carrigan,sean carrigan,SC,U.S. House South Carolina District 2,3,Representative,Regular,Advanced,Advanced,On the Ballot,39.82,0.0,SC-2,-19.367820000000002,H,DEM,CHALLENGER,151953.41,164293.52,0.0,0.0,62219.37,61486.96,123706.33,5747.08,0.0,0.0,129453.41,0.0,22500.0,0.0,22500.0,0.0,0,0,0.0,164293.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129453.41,164293.52,0.0,0.0,01/01/2018,False,True,False
605,Hosea Cleveland,hosea cleveland,SC,U.S. House South Carolina District 3,2,Representative,Regular,Lost,None,None,30.27,2.0,SC-3,-43.59715,H,DEM,CHALLENGER,17854.6,15182.54,36.0,0.0,6556.0,0.0,6556.0,0.0,450.0,10847.0,17854.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,15182.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18769.0,15182.0,17.0,0.0,01/01/2017,False,True,True
606,Lee Bright,lee bright,SC,U.S. House South Carolina District 4,18,Representative,Regular,Advanced,Lost,None,24.95,0.0,SC-4,-28.15738,H,REP,OPEN,342037.73,339465.24,2572.49,510.0,322120.15,16521.28,338641.43,3000.0,0.0,0.0,341641.43,0.0,0.0,0.0,0.0,0.0,0,0,396.3,333445.24,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,6000.0,20.0,335641.43,333445.24,0.0,0.0,01/01/2018,True,False,False
607,Mark Burns,mark burns,SC,U.S. House South Carolina District 4,18,Representative,Regular,Lost,None,None,2.48,0.0,SC-4,-28.15738,H,REP,OPEN,136405.05,136405.05,0.0,0.0,122077.0,8328.05,130405.05,6000.0,0.0,0.0,136405.05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,122905.05,0.0,0.0,0.0,0.0,0.0,0.0,13500.0,0.0,0.0,13500.0,0.0,122905.05,122905.05,0.0,0.0,01/01/2018,True,False,False
608,Barry Bell,barry bell,SC,U.S. House South Carolina District 4,18,Representative,Regular,Lost,None,None,0.3,0.0,SC-4,-28.15738,H,REP,OPEN,5620.41,4274.41,1307.39,1300.0,1500.0,1120.41,2620.41,0.0,0.0,0.0,2620.41,0.0,3000.0,0.0,3000.0,0.0,0,0,0.0,4274.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.41,4274.41,0.0,0.0,01/01/2018,True,False,False
609,James Epley,james epley,SC,U.S. House South Carolina District 4,18,Representative,Regular,Lost,None,None,8.03,0.0,SC-4,-28.15738,H,REP,OPEN,107564.9,107496.61,68.29,70480.0,30300.0,1135.0,31435.0,0.0,0.0,5649.9,37084.9,0.0,70480.0,0.0,70480.0,0.0,0,0,0.0,107496.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37084.9,107496.61,0.0,0.0,03/01/2018,True,False,False
610,Claude Schmid,claude schmid,SC,U.S. House South Carolina District 4,18,Representative,Regular,Lost,None,None,2.11,0.0,SC-4,-28.15738,H,REP,OPEN,43084.98,45452.72,-4159.82,0.0,10650.0,734.98,11384.98,0.0,0.0,0.0,11384.98,0.0,31700.0,0.0,31700.0,0.0,0,0,0.0,45452.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11384.98,45452.72,0.0,0.0,03/01/2018,True,False,False
611,Dan Albert,dan albert,SC,U.S. House South Carolina District 4,18,Representative,Regular,Lost,None,None,0.76,0.0,SC-4,-28.15738,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False
612,John Marshall Mosser,john marshall mosser,SC,U.S. House South Carolina District 4,18,Representative,Regular,Lost,None,None,0.68,0.0,SC-4,-28.15738,H,REP,OPEN,24875.0,24875.0,0.0,0.0,19450.0,1425.0,20875.0,0.0,0.0,4000.0,24875.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,21341.45,0.0,0.0,0.0,0.0,0.0,0.0,3533.55,0.0,0.0,3533.55,0.0,21341.45,21341.45,0.0,0.0,01/01/2018,True,False,False
613,Justin David Sanders,justin david sanders,SC,U.S. House South Carolina District 4,18,Representative,Regular,Lost,None,None,0.53,0.0,SC-4,-28.15738,H,REP,OPEN,4100.0,129.87,-3479.87,0.0,0.0,100.0,100.0,0.0,0.0,4000.0,4100.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,129.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,129.87,-3500.97,0.0,04/01/2018,True,False,False
614,Archie Parnell,archie parnell,SC,U.S. House South Carolina District 5,4,Representative,Regular,Advanced,None,On the Ballot,59.959998999999996,0.0,SC-5,-23.167820000000003,H,DEM,CHALLENGER,2039416.09,2027264.18,12151.91,420000.0,791898.03,542414.99,1334313.02,83387.5,0.0,200000.0,1617700.52,0.0,420000.0,0.0,420000.0,1715.57,0,0,0.0,1992505.68,0.0,0.0,0.0,0.0,0.0,0.0,27733.5,0.0,5000.0,32733.5,2025.0,1584967.02,1990790.11,0.0,0.0,01/01/2017,False,True,False
615,Sidney Moore,sidney moore,SC,U.S. House South Carolina District 5,4,Representative,Regular,Lost,None,None,17.17,2.0,SC-5,-23.167820000000003,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,True
